fixed indices,fixed values,context condition,message,counts,symbols,symbol MI
"[0, 1, 2]","[1, 1, 2]",,,,,
,,1.0,"(13, 2, 12, 0)",1.0,,
,,,,,12.0,0.6927268687704157
,,,,,13.0,0.8768617999803613
,,,,,2.0,1.0
