fixed indices,fixed values,context condition,message,counts,symbols,symbol MI
"[0, 1, 2, 3, 4]","[3, 2, 1, 2, 1]",,,,,
,,4.0,"(2, 7, 2, 9, 8, 0)",1.0,,
,,,,,2.0,0.35322848880829705
,,,,,7.0,0.1896426446276751
,,,,,9.0,0.9674674274689186
,,,,,8.0,0.9689543874454815
,,,,,2.0,0.3543571314927284
