fixed indices,fixed values,context condition,message,counts,symbols,symbol MI
"[0, 1, 2, 3]","[3, 7, 0, 5]",,,,,
,,1.0,"(22, 10, 7, 19, 0)",1.0,,
,,,,,22.0,0.4356525695479107
,,,,,10.0,0.45024835115674566
,,,,,12.0,0.17651399474803273
,,,,,19.0,0.6662526398246372
