fixed indices,fixed values,context condition,message,counts,symbols,symbol MI
"[0, 1, 2]","[1, 1, 2]",,,,,
,,1.0,"(6, 11, 15, 0)",1.0,,
,,,,,11.0,0.06482820221838449
,,,,,11.0,0.21397095403907848
,,,,,6.0,0.8210241567376942
