fixed indices,fixed values,context condition,message,counts,symbols,symbol MI
"[0, 1, 2, 3]","[0, 0, 2, 0]",,,,,
,,0.0,"(11, 4, 9, 4, 0)",1.0,,
,,,,,4.0,0.31951151803254785
,,,,,11.0,0.40029346337515304
,,,,,9.0,0.942432405626838
,,,,,13.0,0.8576905456686683
