fixed indices,fixed values,context condition,message,counts,symbols,symbol MI
"[0, 1, 2]","[3, 0, 4]",,,,,
,,1.0,"(16, 23, 24, 0)",1.0,,
,,,,,24.0,0.7916251572186153
,,,,,16.0,0.5688197817514423
,,,,,9.0,0.1519761039327594
