fixed indices,fixed values,context condition,message,counts,symbols,symbol MI
"[0, 1, 2]","[0, 14, 13]",,,,,
,,2.0,"(15, 15, 19, 0)",1.0,,
,,,,,19.0,0.5072335267354516
,,,,,31.0,0.020370268261608024
,,,,,15.0,0.37724867413470586
