fixed indices,fixed values,context condition,message,counts,symbols,symbol MI
"[0, 1, 2, 3]","[0, 0, 2, 0]",,,,,
,,0.0,"(2, 13, 9, 14, 0)",1.0,,
,,,,,14.0,0.6409439937253629
,,,,,9.0,0.3386444021251303
,,,,,13.0,0.3140951301093119
,,,,,2.0,0.8785249084436062
