fixed indices,fixed values,context condition,message,counts,symbols,symbol MI
"[0, 1, 2]","[0, 14, 13]",,,,,
,,2.0,"(31, 40, 20, 0)",1.0,,
,,,,,27.0,0.07238459433885978
,,,,,40.0,0.11662961327080858
,,,,,13.0,0.0471144607454173
