fixed indices,fixed values,context condition,message,counts,symbols,symbol MI
"[0, 1, 2, 3, 4]","[3, 2, 1, 2, 1]",,,,,
,,4.0,"(11, 1, 4, 8, 10, 0)",1.0,,
,,,,,1.0,0.15787563855556316
,,,,,10.0,0.6296736409690316
,,,,,11.0,0.38729505238022427
,,,,,4.0,0.6182357135642002
,,,,,8.0,0.25050631173240107
